,availability,society,total_sqft,bath,balcony,price,site_location,total_sqft_normalized,bhk,area_type_Carpet  Area,area_type_Plot  Area,area_type_Super built-up  Area
27,0,128.2697082088187,1610.0,3.0,2.0,81.0,131.52008411134838,0.030781886705821583,3,False,False,False
28,0,62.12649498929009,1151.0,2.0,2.0,48.77,101.90697661668707,0.022000726980543703,2,False,False,True
29,1,79.2968733000136,1025.0,2.0,1.0,47.0,127.20015286503583,0.019590212546153698,3,False,False,True
30,1,48.08457926727495,1075.0,2.0,1.0,35.0,119.87550605422624,0.02054676589313386,3,False,False,True
31,1,117.68957156316435,1760.0,2.0,2.0,123.0,116.59611248014271,0.033651546746762066,3,False,False,True
32,1,51.87343364353085,1693.0,3.0,3.0,57.39,129.3833933781699,0.03236976526180865,3,False,False,True
33,1,114.61197661668707,1925.0,3.0,2.0,125.0,111.73225076713372,0.0368081727917966,3,False,False,False
34,0,49.165813943422656,700.0,2.0,1.0,36.0,89.13909760352199,0.013372615790782652,2,False,False,True
35,1,128.2697082088187,1070.0,2.0,1.0,45.5,105.73791510279806,0.020451110558435844,2,False,False,True
36,1,107.52696067931457,1724.0,3.0,2.0,125.0,114.90455219645477,0.03296282833693635,3,False,False,True
37,1,128.2697082088187,1290.0,2.0,2.0,56.12,127.46881591338116,0.024659945285148553,3,False,False,True
38,1,128.2697082088187,1143.0,2.0,2.0,45.0,119.26804126549382,0.02184767844502688,2,False,False,False
39,1,107.27864328335374,1296.0,2.0,2.0,81.0,112.96001309647973,0.02477473168678617,2,False,False,False
40,0,92.19740852858892,1254.0,3.0,2.0,38.0,127.5440271809868,0.023971226875322837,3,False,False,True
41,1,100.11197661668707,600.0,1.0,0.0,38.0,92.08763538251834,0.01145950909682233,1,False,False,True
42,1,128.2697082088187,660.0,1.0,0.0,48.0,94.5342384485924,0.012607373113198523,1,False,True,False
43,0,108.48178826552147,1330.74,2.0,2.0,91.79,117.62663281478959,0.02543934495226799,2,False,False,True
44,1,128.2697082088187,600.0,9.0,2.0,200.0,129.01355928865337,0.01145950909682233,1,False,True,False
45,1,99.27864328335374,970.0,2.0,0.0,33.0,127.32722756928659,0.018538003864475523,2,False,False,True
46,0,119.35727569286588,1459.0,2.0,1.0,94.82,136.4802947866206,0.027893095597941498,2,False,False,True
47,1,128.2697082088187,800.0,1.0,1.0,130.0,113.02809829574555,0.015285722484742975,1,False,True,False
48,1,128.2697082088187,869.0,2.0,1.0,36.0,116.69277914680937,0.016605766103575597,2,False,False,False
49,1,102.11197661668707,1270.0,2.0,1.0,50.0,131.14501309647974,0.02427732394635649,2,False,False,True
50,0,92.44491947949031,1670.0,3.0,1.0,99.0,106.13365614071516,0.031929750722197774,3,False,False,True
51,1,102.58398246251531,2010.0,3.0,2.0,91.0,98.58845290567461,0.038434313481662874,3,False,False,False
52,1,103.42724561562883,1185.0,2.0,2.0,75.0,99.20744347013974,0.022651183256490213,2,False,False,True
53,1,94.7892599727384,1600.0,2.0,3.0,75.0,108.4210694345079,0.03059057603642555,3,False,False,True
54,1,53.86099730192542,1200.0,2.0,2.0,44.0,107.5617612566442,0.022938149260584264,2,False,False,True
55,1,246.40798441112474,1500.0,2.0,2.0,185.0,107.69483588439802,0.02867746934246523,2,False,False,True
56,1,128.2697082088187,1407.0,4.0,1.0,150.0,129.4547314063389,0.02689828011708213,1,False,True,False
57,1,128.2697082088187,840.0,2.0,2.0,45.0,102.49515614071515,0.016050965162327104,2,False,False,True
58,1,128.2697082088187,4395.0,3.0,2.0,240.0,116.38768915281779,0.08406190813261656,1,False,True,False
59,1,102.94530995002042,845.0,2.0,1.0,55.0,105.16909760352199,0.01614662049702512,2,False,False,True
60,1,308.95312281430324,5700.0,5.0,3.0,650.0,106.44240478043567,0.10902795048879876,1,False,True,False
61,1,93.09597995716035,1160.0,2.0,2.0,44.0,112.62994185500088,0.022172906583000133,2,False,False,False
62,1,128.2697082088187,3000.0,8.0,0.0,140.0,116.1432507892095,0.05737406975187006,1,False,False,False
63,1,128.2697082088187,1100.0,2.0,1.0,62.0,121.21494267394452,0.02102504256662394,2,False,False,True
64,0,83.56020663334694,1140.0,2.0,3.0,43.0,116.8588075156037,0.02179028524420807,2,False,False,True
65,1,128.2697082088187,1220.0,2.0,1.0,57.0,119.01819482307779,0.023320770599376327,2,False,False,True
66,1,128.2697082088187,1350.0,7.0,0.0,85.0,100.60804126549381,0.025807809301524747,1,False,True,False
67,1,128.2697082088187,1005.0,2.0,1.0,36.68,119.60043872127746,0.019207591207361634,2,False,False,True
68,1,128.2697082088187,500.0,3.0,2.0,100.0,103.6047682496512,0.009546402402862008,1,False,True,False
69,0,96.84212398000817,1358.0,2.0,1.0,80.58,96.8710694345079,0.025960857837041572,2,False,False,True
70,1,111.06718597001225,1569.0,3.0,1.0,101.0,111.87881591338115,0.02999751296129785,3,False,False,True
71,0,102.7643745864898,1240.0,2.0,1.0,70.0,117.36606943450789,0.02370339193816839,2,False,False,True
72,1,117.11197661668707,2089.0,3.0,2.0,140.0,110.36258471214373,0.03994566776989153,3,False,False,True
73,1,128.2697082088187,1206.0,2.0,1.0,48.23,113.33497772836965,0.02305293566222188,2,False,False,True
74,1,128.2697082088187,1150.0,2.0,3.0,40.0,91.59313375673845,0.0219815959136041,2,False,False,True
75,1,127.94530995002042,2511.0,3.0,3.0,205.0,110.07944581347604,0.04801897801840409,3,False,False,False
76,1,128.2697082088187,460.0,1.0,0.0,22.0,109.7227471920872,0.00878115972527788,2,False,False,False
77,1,128.2697082088187,4400.0,6.0,3.0,250.0,103.94355928865335,0.08415756346731457,1,False,False,False
78,1,111.27864328335374,1660.0,2.0,2.0,105.0,108.48526517769872,0.03173844005280174,3,False,False,True
79,0,103.39886623125766,1326.0,2.0,2.0,78.0,128.30625432411435,0.02534866369497427,2,False,False,True
80,1,128.2697082088187,1325.0,2.0,2.0,60.8,106.85522756928658,0.025329532628034664,3,False,False,True
81,1,109.52455138573178,1499.0,5.0,2.0,102.0,120.40719619507131,0.028658338275525625,3,False,False,True
82,1,128.2697082088187,3000.0,7.0,2.0,210.0,105.95171531702215,0.05737406975187006,1,False,False,False
83,1,128.2697082088187,1665.0,3.0,2.0,88.0,104.23910391398687,0.03183409538749976,3,False,False,True
84,0,62.953782089480136,708.0,2.0,2.0,37.0,100.30171747926016,0.013525664326299478,2,False,False,True
85,1,90.54398246251532,1060.0,2.0,2.0,58.06,104.61128070211353,0.020259799889039812,2,False,False,True
86,1,128.2697082088187,710.0,6.0,3.0,160.0,109.40414391087045,0.013563926460178684,1,False,True,False
87,1,105.44530995002042,1000.0,2.0,2.0,70.0,94.40194185500087,0.01911193587266362,2,False,False,False
88,0,128.2697082088187,1000.0,2.0,1.0,28.88,103.30086425319236,0.01911193587266362,2,False,False,True
89,1,128.2697082088187,1450.0,2.0,2.0,70.0,109.22884569124177,0.027720915995485068,3,False,False,True
90,1,128.2697082088187,1200.0,4.0,2.0,155.0,118.93950978201526,0.022938149260584264,1,False,True,False
91,0,84.79039744909315,1296.0,2.0,3.0,80.0,98.07415614071516,0.02477473168678617,2,False,False,True
92,1,128.2697082088187,1540.0,3.0,2.0,90.0,109.4698018288741,0.029442712020049357,3,False,False,True
93,1,134.6119766166871,2894.0,4.0,1.0,245.0,110.09902718098677,0.05534617665627212,1,False,True,False
94,1,128.2697082088187,1330.0,2.0,1.0,48.0,120.72395675845158,0.02542518796273268,3,False,False,True
95,1,128.2697082088187,1200.0,2.0,1.0,65.0,107.80887042642944,0.022938149260584264,2,False,False,False
96,1,128.2697082088187,1200.0,3.0,1.0,90.0,131.34637042642944,0.022938149260584264,1,False,False,False
97,1,81.66943719400246,2502.0,3.0,3.0,138.0,121.9853652091558,0.047846798415947654,3,False,False,True
98,1,61.60653270001114,650.0,1.0,1.0,17.0,118.45308471214373,0.012416062443802492,2,False,False,False
99,1,118.77864328335374,2400.0,2.0,1.0,150.0,100.20663281478959,0.045895429588108126,1,False,True,False
100,1,77.06718597001225,1007.0,2.0,2.0,43.0,118.73740746267693,0.01924585334124084,2,False,False,True
101,1,94.38169424287464,1200.0,2.0,2.0,50.0,95.69802737375973,0.022938149260584264,2,False,False,True
102,1,128.2697082088187,966.0,2.0,2.0,49.9,119.12553748042043,0.01846147959671711,2,False,False,True
103,1,128.2697082088187,1630.0,2.0,1.0,98.0,141.19959342447638,0.031164508044613647,3,False,False,False
104,1,229.44891768077395,1640.0,3.0,2.0,229.0,117.52923844859242,0.03135581871400968,3,False,False,False
105,1,128.2697082088187,782.0,2.0,2.0,55.68,101.27167958125085,0.014941363279830117,2,False,False,False
106,0,98.35026567144607,1260.0,2.0,2.0,66.78,109.6178601368064,0.024086013276960454,2,False,False,True
107,1,128.2697082088187,1800.0,3.0,3.0,120.0,103.98408471214373,0.03441678942434619,3,False,False,True
108,1,119.66740852858892,1413.0,2.0,2.0,75.0,103.79611248014271,0.02701306651871975,3,False,False,True
109,1,76.37298997858018,1116.0,2.0,1.0,51.91,119.06597063617107,0.021331139637657592,2,False,False,True
110,1,70.05370426429445,1530.0,2.0,1.0,45.9,103.49056847013973,0.029251401350653326,3,False,False,True
111,1,128.2697082088187,3700.0,4.0,1.0,225.0,117.15219619507128,0.07076581660959232,1,False,False,False
112,1,105.33398246251531,2497.0,3.0,2.0,140.0,97.32490680638384,0.04775114308124964,1,False,False,False
113,1,87.2968733000136,1540.0,2.0,3.0,64.0,112.68987225140931,0.029442712020049357,3,False,False,True
114,0,128.2697082088187,1436.0,3.0,1.0,74.75,103.0567275692866,0.027453081058330622,3,False,False,True
115,0,128.2697082088187,1100.0,2.0,2.0,75.0,118.06835870287857,0.02102504256662394,2,False,False,True
116,1,128.2697082088187,276.0,3.0,3.0,23.0,103.30129899785801,0.005261043408390886,1,False,True,False
117,1,100.72353996668028,1427.0,3.0,2.0,120.0,140.16008351901496,0.027280901455874196,3,False,False,True
118,1,139.0839824625153,2061.0,3.0,1.0,200.0,104.70072756928658,0.03940999789558264,3,False,False,True
119,1,128.2697082088187,2650.0,4.0,2.0,150.0,131.52008411134838,0.050678196323008934,4,False,False,False
120,0,76.01091228462481,1282.0,2.0,2.0,68.52,84.3551904943271,0.02450689674963173,3,False,False,True
121,1,128.2697082088187,1050.0,2.0,1.0,34.0,127.20015286503583,0.02006848921964378,2,False,False,False
122,1,104.61197661668707,1600.0,3.0,2.0,65.0,148.16302838014798,0.03059057603642555,3,False,False,False
123,0,128.2697082088187,945.0,2.0,1.0,54.0,119.87550605422624,0.01805972719098544,2,False,False,True
124,1,104.70898246251531,1500.0,2.0,1.0,78.0,116.59611248014271,0.02867746934246523,2,False,False,True
125,1,128.2697082088187,950.0,7.0,0.0,115.0,129.3833933781699,0.018155382525683456,1,False,True,False
126,1,112.11197661668707,1870.0,3.0,3.0,110.0,111.73225076713372,0.03575596411011842,3,False,False,False
127,1,102.23883710001749,1600.0,3.0,1.0,75.0,89.13909760352199,0.03059057603642555,1,False,True,False
128,1,35.31799516207319,880.0,1.0,1.0,16.5,105.73791510279806,0.01681620783991123,2,False,False,True
129,1,128.2697082088187,1200.0,4.0,0.0,210.0,114.90455219645477,0.022938149260584264,1,False,True,False
130,1,95.7226549750102,1535.0,3.0,2.0,83.0,127.46881591338116,0.02934705668535134,3,False,False,True
131,1,78.30860459231711,950.0,2.0,1.0,57.0,119.26804126549382,0.018155382525683456,2,False,False,False
132,0,98.95312281430321,1360.0,2.0,1.0,65.0,112.96001309647973,0.02599911997092078,2,False,False,True
133,0,128.2697082088187,1280.0,3.0,1.0,50.4,92.08763538251834,0.02446863461575252,3,False,False,True
134,0,104.68169424287464,1260.0,2.0,2.0,85.05,94.5342384485924,0.024086013276960454,3,False,False,True
135,1,128.2697082088187,5000.0,8.0,2.0,250.0,117.62663281478959,0.0956362036310765,1,False,False,False
136,0,141.36909552223582,3050.0,5.0,1.0,213.0,129.01355928865337,0.058330623098850225,5,False,False,True
137,1,119.58398246251531,1563.05,3.0,1.0,105.0,127.32722756928659,0.029883683113007212,3,False,False,True
138,1,128.2697082088187,1000.0,2.0,1.0,60.0,136.4802947866206,0.01911193587266362,2,False,False,True
139,0,69.7954573133415,1167.0,2.0,1.0,43.76,113.02809829574555,0.022306824051577356,2,False,False,True
140,1,128.2697082088187,4000.0,7.0,2.0,225.0,116.69277914680937,0.07650513669147328,7,False,False,True
141,1,112.1484366500068,1828.0,3.0,2.0,110.0,131.14501309647974,0.034952459298655085,3,False,False,True
142,1,99.61197661668707,890.0,2.0,1.0,35.0,106.13365614071516,0.017007518509307266,2,False,False,True
143,1,91.76026567144606,1612.0,3.0,3.0,46.74,98.58845290567461,0.03082014883970079,3,False,False,True
144,1,128.2697082088187,1034.0,5.0,2.0,185.0,99.20744347013974,0.019762392148610128,1,False,True,False
145,0,80.43937382308634,1710.0,4.0,2.0,91.31,108.4210694345079,0.03269499339978191,3,False,False,True
146,1,81.33380542728386,957.0,2.0,1.0,58.0,107.5617612566442,0.01828929999426068,2,False,False,True
147,0,128.2697082088187,1250.0,2.0,3.0,44.0,122.66265614071516,0.023894702607564423,3,False,False,True
148,1,157.8339824625153,2795.0,4.0,2.0,235.0,107.69483588439802,0.053452201029251405,3,False,False,True
149,1,102.11197661668707,1125.0,2.0,2.0,50.0,129.4547314063389,0.021503319240114022,2,False,False,True
150,0,40.03784155781442,1020.0,2.0,1.0,30.6,102.49515614071515,0.019494557211455682,2,False,False,True
151,1,128.2697082088187,1200.0,2.0,2.0,50.0,116.38768915281779,0.022938149260584264,2,False,False,True
152,1,128.11679649250306,1735.0,3.0,3.0,135.0,105.16909760352199,0.03317327007327198,3,False,False,True
153,1,137.51010939412487,2050.0,3.0,1.0,145.0,106.44240478043567,0.039199556159247,3,False,False,True
154,1,128.2697082088187,3750.0,4.0,0.0,760.0,112.62994185500088,0.07172236995657248,1,False,True,False
155,1,128.2697082088187,1350.0,2.0,3.0,48.0,116.1432507892095,0.025807809301524747,3,False,False,False
156,0,65.87432164167687,1063.0,2.0,1.0,32.0,121.21494267394452,0.02031719308985862,2,False,False,True
157,1,131.05598830834353,1904.0,3.0,1.0,150.0,116.8588075156037,0.03640642038606493,3,False,False,True
158,1,128.2697082088187,4200.0,4.0,2.0,420.0,119.01819482307779,0.08033135007939393,1,False,False,False
159,1,122.94530995002042,2000.0,3.0,1.0,175.0,100.60804126549381,0.03824300281226684,3,False,False,True
160,1,102.52455138573178,1425.0,2.0,2.0,75.0,103.6047682496512,0.02724263932199499,3,False,False,True
161,1,59.40839114262496,1500.0,2.0,1.0,64.5,96.8710694345079,0.02867746934246523,3,False,False,True
162,1,59.40839114262496,1060.0,2.0,1.0,60.0,111.87881591338115,0.020259799889039812,2,False,False,False
163,1,105.44530995002042,1470.0,2.0,2.0,70.0,117.36606943450789,0.02810353733427713,3,False,False,False
164,1,128.2697082088187,1300.0,6.0,0.0,99.0,110.36258471214373,0.024851255954544585,6,False,False,True
165,1,42.08363880588956,450.0,1.0,1.0,11.0,113.33497772836965,0.008589849055881846,1,False,False,True
166,0,74.32373814259485,1152.0,2.0,1.0,64.5,91.59313375673845,0.02201985804748331,2,False,False,True
167,1,59.40839114262496,1350.0,2.0,1.0,56.0,110.07944581347604,0.025807809301524747,3,False,False,True
168,1,92.83398246251531,1550.0,3.0,3.0,65.0,109.7227471920872,0.02963402268944539,3,False,False,True
169,1,128.2697082088187,1500.0,3.0,2.0,100.0,103.94355928865335,0.02867746934246523,1,False,True,False
170,1,128.2697082088187,600.0,3.0,2.0,85.0,108.48526517769872,0.01145950909682233,1,False,True,False
171,1,128.2697082088187,400.0,1.0,0.0,14.0,104.4261124801427,0.007633295708901686,1,False,True,False
172,1,104.94530995002042,705.0,1.0,2.0,67.0,128.30625432411435,0.013468271125480668,1,False,False,True
173,1,59.40839114262496,770.0,1.0,1.0,36.0,106.85522756928658,0.014711790476554878,2,False,False,False
174,1,102.27864328335374,1242.0,2.0,3.0,51.0,120.40719619507131,0.023741654072047598,2,False,False,True
175,1,147.03952115883075,1700.0,3.0,2.0,155.0,105.95171531702215,0.032503682730385876,3,False,False,True
176,1,128.11679649250306,2144.0,3.0,2.0,145.0,104.23910391398687,0.0409978764515697,3,False,False,True
177,0,92.35653270001113,1704.0,3.0,2.0,110.0,100.30171747926016,0.03258020699814429,3,False,False,True
178,1,59.40839114262496,1070.0,2.0,1.0,52.0,104.61128070211353,0.020451110558435844,2,False,False,True
179,1,128.2697082088187,1846.0,3.0,2.0,300.0,109.40414391087045,0.035296818503567945,1,False,True,False
180,1,128.2697082088187,1340.0,2.0,2.0,55.7,94.40194185500087,0.025616498632128715,2,False,False,True
181,1,59.40839114262496,1025.0,2.0,1.0,46.0,103.30086425319236,0.019590212546153698,2,False,False,False
182,1,95.23883710001749,1200.0,2.0,2.0,52.0,118.93950978201526,0.022938149260584264,2,False,False,True
183,0,128.2697082088187,2250.0,4.0,1.0,110.0,98.07415614071516,0.04302576954716764,1,False,False,False
184,1,98.51909552223583,1550.0,2.0,3.0,80.0,109.4698018288741,0.02963402268944539,3,False,False,True
185,1,128.2697082088187,1200.0,5.0,2.0,325.0,110.09902718098677,0.022938149260584264,1,False,True,False
186,1,128.2697082088187,1800.0,7.0,1.0,250.0,120.72395675845158,0.03441678942434619,1,False,True,False
187,1,94.70898246251531,1200.0,2.0,2.0,60.0,107.80887042642944,0.022938149260584264,2,False,False,True
188,1,96.98272945790119,1327.0,2.0,2.0,98.0,131.34637042642944,0.02536779476191387,2,False,False,True
189,1,128.2697082088187,1186.0,2.0,2.0,58.0,121.9853652091558,0.022670314323429818,2,False,False,True
190,1,128.2697082088187,1783.0,3.0,1.0,115.0,118.45308471214373,0.03409156128637294,1,False,False,False
191,1,63.233592985006126,1400.0,3.0,2.0,56.0,100.20663281478959,0.026764362648504906,3,False,False,True
192,1,128.2697082088187,980.0,2.0,1.0,48.0,118.73740746267693,0.018729314533871555,2,False,False,True
193,1,128.2697082088187,1285.0,2.0,2.0,82.0,95.69802737375973,0.024564289950450537,2,False,False,True
194,1,128.2697082088187,912.0,2.0,1.0,70.0,119.12553748042043,0.017428401981978536,3,False,False,True
195,1,88.75242885556916,1225.0,2.0,2.0,47.6,141.19959342447638,0.023416425934074343,2,False,False,False
196,1,128.2697082088187,1075.0,2.0,1.0,53.0,117.52923844859242,0.02054676589313386,2,False,False,True
197,1,90.45898246251531,1260.0,2.0,2.0,54.0,101.27167958125085,0.024086013276960454,3,False,False,False
198,1,68.79957156316433,1282.0,2.0,2.0,48.7,109.6178601368064,0.02450689674963173,3,False,False,True
199,1,108.44530995002042,1909.0,3.0,2.0,88.0,103.98408471214373,0.036502075720762944,3,False,False,True
200,1,98.20693998421697,1359.0,2.0,1.0,87.0,103.79611248014271,0.025979988903981174,2,False,False,True
201,1,128.2697082088187,1207.0,2.0,2.0,43.5,119.06597063617107,0.023072066729161487,2,False,False,False
202,1,128.2697082088187,1736.0,6.0,0.0,190.0,103.49056847013973,0.03319240114021159,1,False,True,False
203,0,128.2697082088187,2850.0,4.0,1.0,428.0,117.15219619507128,0.054504409710929576,4,False,False,True
204,1,104.61197661668707,1595.0,3.0,2.0,65.0,97.32490680638384,0.030494920701727535,3,False,False,True
205,0,128.2697082088187,1798.0,3.0,2.0,89.0,112.68987225140931,0.03437852729046699,3,False,False,False
206,1,97.65242885556917,1475.0,3.0,2.0,78.29,103.0567275692866,0.028199192668975148,3,False,False,True
207,1,110.44530995002042,1580.0,3.0,3.0,100.0,118.06835870287857,0.030207954697633488,3,False,False,True
208,1,88.66718597001224,1295.0,2.0,1.0,65.0,103.30129899785801,0.02475560061984657,2,False,False,True
209,1,128.2697082088187,3600.0,6.0,0.0,141.0,140.16008351901496,0.068852709915632,1,False,False,False
210,1,60.666991231257654,589.0,1.0,1.0,27.0,104.70072756928658,0.011249067360486694,1,False,False,True
211,1,128.2697082088187,1415.0,3.0,3.0,78.0,128.33123640072031,0.027051328652598957,3,False,False,True
212,0,128.36235725909648,1787.0,3.0,2.0,98.29,131.52008411134838,0.03416808555413135,3,False,False,True
213,1,128.36235725909648,1787.0,3.0,2.0,125.0,84.3551904943271,0.03416808555413135,3,False,False,True
214,1,108.77864328335374,1475.0,2.0,3.0,90.0,127.20015286503583,0.028199192668975148,3,False,False,True
215,1,128.2697082088187,2000.0,4.0,1.0,75.5,148.16302838014798,0.03824300281226684,4,False,False,False
216,0,67.73087438800489,984.0,2.0,1.0,44.28,119.87550605422624,0.018805838801629966,2,False,False,True
217,1,168.9531228143032,2405.0,4.0,2.0,260.0,129.3833933781699,0.045991084922806146,3,False,False,True
218,1,87.87792356071866,1080.0,2.0,2.0,72.0,111.73225076713372,0.020642421227831876,2,False,False,False
219,1,128.2697082088187,1500.0,2.0,1.0,115.0,89.13909760352199,0.02867746934246523,1,False,True,False
220,1,128.2697082088187,1900.0,3.0,2.0,119.0,105.73791510279806,0.03632989611830652,3,False,False,True
221,0,128.2697082088187,805.0,2.0,1.0,22.14,114.90455219645477,0.01538137781944099,2,False,False,True
222,1,75.01267659811552,1153.0,2.0,2.0,56.4,127.46881591338116,0.02203898911442291,2,False,False,True
223,1,97.39783536154788,1148.0,2.0,2.0,60.0,119.26804126549382,0.021943333779724895,2,False,False,True
224,1,94.09597995716035,1110.0,2.0,2.0,55.0,112.96001309647973,0.02121635323601997,2,False,False,True
225,1,100.77864328335374,1100.0,2.0,2.0,42.0,127.5440271809868,0.02102504256662394,2,False,False,False
226,1,112.11197661668707,1290.0,2.0,2.0,110.0,92.08763538251834,0.024659945285148553,2,False,False,True
227,1,128.2697082088187,1500.0,2.0,1.0,65.0,94.5342384485924,0.02867746934246523,3,False,False,True
228,0,128.2697082088187,1080.0,2.0,2.0,39.0,117.62663281478959,0.020642421227831876,2,False,False,True
229,0,100.69679064667483,1933.0,3.0,1.0,129.0,129.01355928865337,0.03696122132731342,3,False,False,True
230,1,128.2697082088187,3500.0,5.0,2.0,150.0,127.32722756928659,0.06693960322167167,1,False,False,False
231,1,128.2697082088187,1060.0,2.0,2.0,60.0,136.4802947866206,0.020259799889039812,2,False,False,False
232,0,35.724663069233905,645.0,1.0,1.0,16.45,113.02809829574555,0.012320407109104474,1,False,False,True
233,1,128.2697082088187,2600.0,8.0,2.0,180.0,116.69277914680937,0.049721642976028775,1,False,True,False
234,0,35.724663069233905,645.0,1.0,1.0,16.45,131.14501309647974,0.012320407109104474,1,False,False,True
235,1,98.36718597001224,1644.0,3.0,3.0,84.0,106.13365614071516,0.03143234298176809,3,False,False,True
236,1,105.86197661668707,1285.0,2.0,3.0,72.5,98.58845290567461,0.024564289950450537,2,False,False,True
237,1,128.2697082088187,1200.0,3.0,1.0,90.0,99.20744347013974,0.022938149260584264,1,False,True,False
238,1,92.09597995716035,910.0,2.0,1.0,40.0,108.4210694345079,0.01739013984809933,2,False,False,True
239,1,99.66740852858892,1577.0,3.0,1.0,70.0,107.5617612566442,0.03015056149681468,3,False,False,True
240,0,190.69744179092024,4050.0,3.0,2.0,280.0,122.66265614071516,0.07746169003845345,1,False,True,False
241,1,120.09597995716035,2420.0,3.0,2.0,185.0,107.69483588439802,0.0462780509269002,3,False,False,True
242,1,61.60653270001114,800.0,1.0,1.0,20.0,129.4547314063389,0.015285722484742975,2,False,False,True
243,1,128.2697082088187,1060.0,2.0,2.0,55.0,102.49515614071515,0.020259799889039812,2,False,False,False
244,1,136.43009787895383,1270.0,2.0,2.0,93.0,116.38768915281779,0.02427732394635649,2,False,False,True
245,0,128.2697082088187,900.0,2.0,2.0,22.5,105.16909760352199,0.017198829178703297,2,False,False,True
246,1,128.2697082088187,1280.0,2.0,1.0,69.0,106.44240478043567,0.02446863461575252,1,False,False,False
247,1,128.2697082088187,1200.0,2.0,0.0,95.0,112.62994185500088,0.022938149260584264,1,False,True,False
248,1,128.2697082088187,1025.0,2.0,2.0,36.0,116.1432507892095,0.019590212546153698,2,False,False,False
249,0,74.32373814259485,1108.0,2.0,1.0,63.0,121.21494267394452,0.021178091102140768,2,False,False,True
250,1,128.2697082088187,1200.0,5.0,2.0,170.0,116.8588075156037,0.022938149260584264,1,False,True,False
251,1,122.11197661668707,3045.0,3.0,2.0,170.0,119.01819482307779,0.058234967764152205,3,False,False,True
252,1,284.3338054272839,2900.0,3.0,2.0,300.0,100.60804126549381,0.05546096305790974,1,False,True,False
253,1,106.36197661668707,1500.0,3.0,2.0,75.5,119.60043872127746,0.02867746934246523,3,False,False,True
254,1,51.87343364353085,1295.0,2.0,2.0,43.9,103.6047682496512,0.02475560061984657,2,False,False,True
255,1,75.01267659811552,1162.0,2.0,1.0,59.9,96.8710694345079,0.02221116871687934,2,False,False,True
256,1,69.10870426429446,1035.0,2.0,2.0,49.2,111.87881591338115,0.01978152321554973,2,False,False,True
